origin,mae,rmse,n
2022-05-01,397.2656184552625,490.8940000014525,48
2022-05-02,349.1978694113827,382.1208021218996,48
2022-05-03,267.14245237072026,304.36465425251316,48
2022-05-04,402.4249871490174,431.2879617674219,48
2022-05-05,421.5419756694369,440.8435399267182,48
2022-05-06,469.7239053832853,547.3078524178426,48
2022-05-07,768.2067339574581,840.9995199155164,48
2022-05-08,751.0510745947186,857.4310332298935,48
2022-05-09,1086.0387759035068,1141.85018056482,48
2022-05-10,768.9183252265844,793.1724666520137,48
2022-05-11,1091.048589949189,1210.7649576405952,48
2022-05-12,1133.6335113295474,1268.5528485054488,48
2022-05-13,864.4162787290774,989.63889249534,48
2022-05-14,615.0883046302678,687.5313499697785,48
2022-05-15,705.7510941096507,796.6443260741821,48
2022-05-16,313.25532376345933,389.751355320031,48
2022-05-17,455.2196718903721,514.3900079220689,48
2022-05-18,661.5633042452614,761.059137667371,48
2022-05-19,1194.0918866191635,1295.2896573984906,48
2022-05-20,1737.3991322325885,1810.119759323872,48
2022-05-21,1328.0617643450512,1348.2167693394208,48
2022-05-22,1325.8657675598608,1374.1445562741403,48
2022-05-23,1316.1353105714306,1384.6235770443266,48
2022-05-24,1115.021313095798,1146.6239328571637,48
2022-05-25,1049.1245089811318,1089.6785605613507,48
2022-05-26,846.6786352521267,912.3929487361963,48
2022-05-27,835.0939843678461,896.7738233895852,48
2022-05-28,914.2169427719655,949.9480193520873,48
2022-05-29,1148.8941075020377,1280.9833995531683,48
2022-05-30,2171.6967291196743,2358.5568903246053,48
2022-05-31,1606.39442399188,1735.4279664412834,48
2022-06-01,1933.2587223008056,2041.7232453624315,48
2022-06-02,2059.980336372822,2142.925825280405,48
2022-06-03,2443.3851540199616,2532.208541541363,48
2022-06-04,1524.891906817062,1583.4450348594808,48
2022-06-05,1641.1521793622153,1711.2979320517247,48
2022-06-06,1728.1533472952876,1880.0560230500225,48
2022-06-07,1830.1172968417266,1963.428375883245,48
2022-06-08,1908.589877280904,2083.577267154415,48
2022-06-09,2020.6763541811633,2148.23026579035,48
2022-06-10,1715.204201435008,1825.9668632233688,48
2022-06-11,1555.0532862842138,1652.8050319684742,48
2022-06-12,1315.3102148012808,1423.68046228612,48
2022-06-13,1045.7977321939327,1234.2152852009262,48
2022-06-14,1815.480443129817,1960.3146385995121,48
2022-06-15,1546.3430799861105,1694.0210637449165,48
2022-06-16,1162.5233925678622,1292.9244238407018,48
2022-06-17,1149.9309169914168,1269.329728576924,48
2022-06-18,1089.6017930731375,1162.4713616503075,48
2022-06-19,1138.0671259604508,1216.5251181542974,48
2022-06-20,1200.144218310211,1309.6125570121783,48
2022-06-21,1181.197802412068,1286.4147219184588,48
2022-06-22,1164.7409810511037,1345.6191915681115,48
2022-06-23,1243.2277049333761,1390.099590469481,48
2022-06-24,1155.1144789360148,1246.5305488096863,48
2022-06-25,876.8313526093433,984.6354622394672,48
2022-06-26,938.3333022511764,1057.2132306428646,48
